Name,Cores,TDP
Intel Core i3-2375M ,2,17
Intel Core i3-2377M ,2,17
Intel Core i3-3110M ,2,35
Intel Core i3-3120M ,2,35
Intel Core i3-3130M ,2,35
Intel Core i3-3210 ,2,55
Intel Core i3-3217U ,2,17
Intel Core i3-3217UE ,2,17
Intel Core i3-3220 ,2,55
Intel Core i3-3220T ,2,35
Intel Core i3-3225 ,2,55
Intel Core i3-3227U ,2,17
Intel Core i3-3229Y ,2,13
Intel Core i3-3240 ,2,55
Intel Core i3-3240T ,2,35
Intel Core i3-3245 ,2,55
Intel Core i3-3250 ,2,55
Intel Core i3-3250T ,2,35
Intel Core i3-330E ,2,35
Intel Core i3-330M ,2,35
Intel Core i3-330UM ,2,18
Intel Core i3-350M ,2,35
Intel Core i3-370M ,2,35
Intel Core i3-380M ,2,35
Intel Core i3-380UM ,2,18
Intel Core i3-390M ,2,35
Intel Core i3-4000M ,2,37
Intel Core i3-4005U ,2,15
Intel Core i3-4010U ,2,15
Intel Core i3-4010Y ,2,11.5
Intel Core i3-4012Y ,2,11.5
Intel Core i3-4020Y ,2,11.5
Intel Core i3-4025U ,2,15
Intel Core i3-4030U ,2,15
Intel Core i3-4030Y ,2,11.5
Intel Core i3-4100E ,2,37
Intel Core i3-4100M ,2,37
Intel Core i3-4110M ,2,37
Intel Core i3-4120U ,2,15
Intel Core i3-4130 ,2,54
Intel Core i3-4130T ,2,35
Intel Core i3-4150 ,2,54
Intel Core i3-4150T ,2,35
Intel Core i3-4158U ,2,28
Intel Core i3-4160 ,2,54
Intel Core i3-4160T ,2,35
Intel Core i3-4170 ,2,54
Intel Core i3-4170T ,2,35
Intel Core i3-4330 ,2,54
Intel Core i3-4330T ,2,35
Intel Core i3-4330TE ,2,35
Intel Core i3-4340 ,2,54
Intel Core i3-4350 ,2,54
Intel Core i3-4350T ,2,35
Intel Core i3-4360 ,2,54
Intel Core i3-4360T ,2,35
Intel Core i3-4370 ,2,54
Intel Core i3-4370T ,2,35
Intel Core i3-4570T ,2,35
Intel Core i3-5005U ,2,15
Intel Core i3-5010U ,2,15
Intel Core i3-5015U ,2,15
Intel Core i3-5020U ,2,15
Intel Core i3-5157U ,2,28
Intel Core i3-530 ,2,73
Intel Core i3-540 ,2,73
Intel Core i3-550 ,2,73
Intel Core i3-560 ,2,73
Intel Core i3-6006U ,2,15
Intel Core i3-6098P ,2,54
Intel Core i3-6100 ,2,51
Intel Core i3-6100E ,2,35
Intel Core i3-6100H ,2,35
Intel Core i3-6100T ,2,35
Intel Core i3-6100TE ,2,35
Intel Core i3-6100U ,2,15
Intel Core i3-6102E ,2,25
Intel Core i3-6157U ,2,28
Intel Core i3-6167U ,2,28
Intel Core i3-6300 ,2,51
Intel Core i3-6300T ,2,35
Intel Core i3-6320 ,2,51
Intel Core i3-7020U ,2,15
Intel Core i3-7100 ,2,51
Intel Core i3-7100H ,2,35
Intel Core i3-7100T ,2,35
Intel Core i3-7100U ,2,15
Intel Core i3-7101E ,2,54
Intel Core i3-7101TE ,2,35
Intel Core i3-7102E ,2,25
Intel Core i3-7130U ,2,15
Intel Core i3-7167U ,2,28
Intel Core i3-7300 ,2,51
Intel Core i3-7300T ,2,35
Intel Core i3-7320 ,2,51
Intel Core i3-7350K ,2,60
Intel Core i3-8100 ,4,65
Intel Core i3-8100B ,4,65
Intel Core i3-8100T ,4,35
Intel Core i3-8109U ,2,28
Intel Core i3-8121U ,2,15
Intel Core i3-8130U ,2,15
Intel Core i3-8140U ,2,15
Intel Core i3-8145U ,2,15
Intel Core i3-8145UE ,2,15
Intel Core i3-8300 ,4,62
Intel Core i3-8300T ,4,25
Intel Core i3-8350K ,4,91
Intel Core i3-9100 ,4,65
Intel Core i3-9100F ,4,65
Intel Core i3-9100T ,4,35
Intel Core i3-9100TE ,4,35
Intel Core i3-9300 ,4,62
Intel Core i3-9300T ,4,35
Intel Core i3-9320 ,4,62
Intel Core i3-9350K ,4,91
Intel Core i3-9350KF ,4,91
Intel Core i5 750S ,4,82
Intel Core i5 E 520 ,2,35
Intel Core i5-10200H ,4,45
Intel Core i5-10210U ,4,15
Intel Core i5-10210Y ,4,7
Intel Core i5-10300H ,4,45
Intel Core i5-1030NG7 ,4,10
Intel Core i5-10310U ,4,15
Intel Core i5-1035G1 ,4,15
Intel Core i5-1035G4 ,4,15
Intel Core i5-1035G7 ,4,15
Intel Core i5-1038NG7 ,4,28
Intel Core i5-10400 ,6,65
Intel Core i5-10400F ,6,65
Intel Core i5-10400H ,4,45
Intel Core i5-10400T ,6,35
Intel Core i5-10500 ,6,65
Intel Core i5-10500E ,6,65
Intel Core i5-10500H ,6,45
Intel Core i5-10500T ,6,35
Intel Core i5-10500TE ,6,35
Intel Core i5-10505 ,6,65
Intel Core i5-10600 ,6,65
Intel Core i5-10600K ,6,125
Intel Core i5-10600KF ,6,125
Intel Core i5-10600T ,6,35
Intel Core i5-11260H ,6,45
Intel Core i5-11300H ,4,35
Intel Core i5-1130G7 ,4,15
Intel Core i5-11320H ,4,35
Intel Core i5-1135G7 ,4,15
Intel Core i5-11400 ,6,65
Intel Core i5-11400F ,6,65
Intel Core i5-11400H ,6,45
Intel Core i5-11400T ,6,35
Intel Core i5-1140G7 ,4,15
Intel Core i5-1145G7 ,4,28
Intel Core i5-1145G7E ,4,15
Intel Core i5-1145GRE ,4,15
Intel Core i5-11500 ,6,65
Intel Core i5-11500B ,6,65
Intel Core i5-11500H ,6,45
Intel Core i5-11500T ,6,35
Intel Core i5-1155G7 ,4,28
Intel Core i5-11600 ,6,65
Intel Core i5-11600K ,6,125
Intel Core i5-11600KF ,6,125
Intel Core i5-11600T ,6,35
Intel Core i5-1230U,10,9
Intel Core i5-1235U,10,15
Intel Core i5-12400,6,65
Intel Core i5-12400F,6,65
Intel Core i5-12400F,6,65
Intel Core i5-12400T,6,74
Intel Core i5-1240P,12,28
Intel Core i5-1240U,10,29
Intel Core i5-12450H,8,45
Intel Core i5-1245U,10,15
Intel Core i5-1245UE,10,15
Intel Core i5-12490F,6,65
Intel Core i5-12500,6,65
Intel Core i5-12500H,12,45
Intel Core i5-12500T,6,35
Intel Core i5-12500TE,6,35
Intel Core i5-1250P,12,28
Intel Core i5-12600,6,65
Intel Core i5-12600H,12,45
Intel Core i5-12600HX,12,55
Intel Core i5-12600K,10,150
Intel Core i5-12600KF,10,150
Intel Core i5-12600T,6,35
Intel Core i5-13400,10,65
Intel Core i5-13400F,10,65
Intel Core i5-13500,14,65
Intel Core i5-13500H,12,45
Intel Core i5-13600,14,65
Intel Core i5-13600K,14,125
Intel Core i5-13600KF,14,125
Intel Core i5-13600T,14,35
Intel Core i5-2300 ,4,95
Intel Core i5-2310 ,4,95
Intel Core i5-2320 ,4,95
Intel Core i5-2380P ,4,95
Intel Core i5-2390T ,2,35
Intel Core i5-2400 ,4,95
Intel Core i5-2400S ,4,65
Intel Core i5-24050S ,4,65
Intel Core i5-2405S ,4,65
Intel Core i5-2410M ,2,35
Intel Core i5-2415M ,2,35
Intel Core i5-2430M ,2,35
Intel Core i5-2435M ,2,35
Intel Core i5-2450M ,2,35
Intel Core i5-2450P ,4,95
Intel Core i5-2467M ,2,17
Intel Core i5-2500 ,4,95
Intel Core i5-2500K ,4,95
Intel Core i5-2500S ,4,65
Intel Core i5-2500T ,4,45
Intel Core i5-2510E ,2,35
Intel Core i5-2515E ,2,35
Intel Core i5-2520M ,2,35
Intel Core i5-2537M ,2,17
Intel Core i5-2540M ,2,35
Intel Core i5-2550K ,4,95
Intel Core i5-2557M ,2,17
Intel Core i5-3210M ,2,35
Intel Core i5-3230M ,2,35
Intel Core i5-3317U ,2,17
Intel Core i5-3320M ,2,35
Intel Core i5-3330 ,4,77
Intel Core i5-3330S ,4,65
Intel Core i5-3335S ,4,65
Intel Core i5-3337U ,2,17
Intel Core i5-3339Y ,2,13
Intel Core i5-3340 ,4,77
Intel Core i5-3340M ,2,35
Intel Core i5-3340S ,4,65
Intel Core i5-3350P ,4,69
Intel Core i5-3360M ,2,35
Intel Core i5-3380M ,2,35
Intel Core i5-3427U ,2,17
Intel Core i5-3437U ,2,17
Intel Core i5-3439Y ,2,13
Intel Core i5-3450 ,4,77
Intel Core i5-3450S ,4,65
Intel Core i5-3470 ,4,77
Intel Core i5-3470S ,4,65
Intel Core i5-3470T ,2,35
Intel Core i5-3475S ,4,65
Intel Core i5-3550 ,4,77
Intel Core i5-3550S ,4,65
Intel Core i5-3570 ,4,77
Intel Core i5-3570K ,4,77
Intel Core i5-3570S ,4,65
Intel Core i5-3570T ,4,45
Intel Core i5-3610ME ,2,35
Intel Core i5-4200H ,2,47
Intel Core i5-4200M ,2,37
Intel Core i5-4200U ,2,15
Intel Core i5-4200Y ,2,11.5
Intel Core i5-4202Y ,2,11.5
Intel Core i5-4210H ,2,47
Intel Core i5-4210M ,2,37
Intel Core i5-4210U ,2,15
Intel Core i5-4210Y ,2,11
Intel Core i5-4220Y ,2,11.5
Intel Core i5-4230U ,2,15
Intel Core i5-4250U ,2,15
Intel Core i5-4258U ,2,28
Intel Core i5-4260U ,2,15
Intel Core i5-4278U ,2,28
Intel Core i5-4288U ,2,28
Intel Core i5-4300M ,2,37
Intel Core i5-4300U ,2,15
Intel Core i5-4300Y ,2,11.5
Intel Core i5-4302Y ,2,11.5
Intel Core i5-4308U ,2,28
Intel Core i5-430M ,2,35
Intel Core i5-430UM ,2,18
Intel Core i5-4310M ,2,37
Intel Core i5-4310U ,2,15
Intel Core i5-4330M ,2,37
Intel Core i5-4340M ,2,37
Intel Core i5-4350U ,2,15
Intel Core i5-4400E ,2,37
Intel Core i5-4402E ,2,25
Intel Core i5-4422E ,2,25
Intel Core i5-4430 ,4,84
Intel Core i5-4430S ,4,65
Intel Core i5-4440 ,4,84
Intel Core i5-4440S ,4,65
Intel Core i5-4460 ,4,84
Intel Core i5-4460S ,4,65
Intel Core i5-4460T ,4,35
Intel Core i5-4470 ,4,84
Intel Core i5-4470S ,4,65
Intel Core i5-450M ,2,35
Intel Core i5-4570 ,4,84
Intel Core i5-4570R ,4,65
Intel Core i5-4570S ,4,65
Intel Core i5-4570T ,2,35
Intel Core i5-4570TE ,2,35
Intel Core i5-4590 ,4,84
Intel Core i5-4590S ,4,65
Intel Core i5-4590T ,4,35
Intel Core i5-460M ,2,35
Intel Core i5-4670 ,4,84
Intel Core i5-4670K ,4,84
Intel Core i5-4670K CPT ,4,84
Intel Core i5-4670R ,4,65
Intel Core i5-4670S ,4,65
Intel Core i5-4670T ,4,45
Intel Core i5-4690 ,4,84
Intel Core i5-4690K ,4,88
Intel Core i5-4690S ,4,65
Intel Core i5-4690T ,4,45
Intel Core i5-470UM ,2,18
Intel Core i5-480M ,2,35
Intel Core i5-5200U ,2,15
Intel Core i5-520M ,2,35
Intel Core i5-520UM ,2,18
Intel Core i5-5250U ,2,15
Intel Core i5-5257U ,2,23
Intel Core i5-5287U ,2,28
Intel Core i5-5300U ,2,15
Intel Core i5-5350U ,2,15
Intel Core i5-540M ,2,35
Intel Core i5-540UM ,2,18
Intel Core i5-5575R ,4,65
Intel Core i5-560M ,2,35
Intel Core i5-560UM ,2,18
Intel Core i5-5675C ,4,65
Intel Core i5-5675R ,4,65
Intel Core i5-580M ,2,35
Intel Core i5-6198DU ,2,15
Intel Core i5-6200U ,2,15
Intel Core i5-6260U ,2,15
Intel Core i5-6267U ,2,28
Intel Core i5-6287U ,2,28
Intel Core i5-6300HQ ,4,45
Intel Core i5-6300U ,2,15
Intel Core i5-6350HQ ,4,45
Intel Core i5-6360U ,2,15
Intel Core i5-6400 ,4,65
Intel Core i5-6400T ,4,35
Intel Core i5-6402P ,4,65
Intel Core i5-6440EQ ,4,45
Intel Core i5-6440HQ ,4,45
Intel Core i5-6442EQ ,4,25
Intel Core i5-650 ,2,73
Intel Core i5-6500 ,4,65
Intel Core i5-6500T ,4,35
Intel Core i5-6500TE ,4,35
Intel Core i5-655K ,2,73
Intel Core i5-660 ,2,73
Intel Core i5-6600 ,4,65
Intel Core i5-6600K ,4,91
Intel Core i5-6600T ,4,35
Intel Core i5-661 ,2,87
Intel Core i5-670 ,2,73
Intel Core i5-680 ,2,73
Intel Core i5-7200U ,2,15
Intel Core i5-7260U ,2,15
Intel Core i5-7267U ,2,28
Intel Core i5-7287U ,2,28
Intel Core i5-7300HQ ,4,45
Intel Core i5-7300U ,2,15
Intel Core i5-7360U ,2,15
Intel Core i5-7400 ,4,65
Intel Core i5-7400T ,4,35
Intel Core i5-7440EQ ,4,45
Intel Core i5-7440HQ ,4,45
Intel Core i5-7442EQ ,4,25
Intel Core i5-750 ,4,95
Intel Core i5-7500 ,4,65
Intel Core i5-7500T ,4,35
Intel Core i5-760 ,4,95
Intel Core i5-7600 ,4,65
Intel Core i5-7600K ,4,91
Intel Core i5-7600T ,4,35
Intel Core i5-7640X ,4,112
Intel Core i5-7Y54 ,2,4.5
Intel Core i5-7Y57 ,2,4.5
Intel Core i5-8200Y ,2,5
Intel Core i5-8210Y ,2,7
Intel Core i5-8250U ,4,15
Intel Core i5-8257U ,4,15
Intel Core i5-8259U ,4,28
Intel Core i5-8260U ,4,15
Intel Core i5-8265U ,4,15
Intel Core i5-8269U ,4,28
Intel Core i5-8279U ,4,28
Intel Core i5-8300H ,4,45
Intel Core i5-8305G ,4,65
Intel Core i5-8350U ,4,15
Intel Core i5-8365U ,4,15
Intel Core i5-8365UE ,4,15
Intel Core i5-8400 ,6,65
Intel Core i5-8400H ,4,45
Intel Core i5-8400T ,6,35
Intel Core i5-8500 ,6,65
Intel Core i5-8500B ,6,65
Intel Core i5-8500T ,6,35
Intel Core i5-8600 ,6,65
Intel Core i5-8600K ,6,95
Intel Core i5-8600T ,6,35
Intel Core i5-9300H ,4,45
Intel Core i5-9300HF ,4,45
Intel Core i5-9400 ,6,65
Intel Core i5-9400F ,6,65
Intel Core i5-9400H ,4,45
Intel Core i5-9400T ,6,35
Intel Core i5-9500 ,6,65
Intel Core i5-9500F ,6,65
Intel Core i5-9500T ,6,35
Intel Core i5-9500TE ,6,35
Intel Core i5-9600 ,6,65
Intel Core i5-9600K ,6,95
Intel Core i5-9600KF ,6,95
Intel Core i5-9600T ,6,35
Intel Core i5-L16G7 ,5,7
Intel Core i7-10510U ,4,15
Intel Core i7-10510Y ,4,7
Intel Core i7-1060NG7 ,4,10
Intel Core i7-10610U ,4,15
Intel Core i7-1065G7 ,4,15
Intel Core i7-1068NG7 ,4,28
Intel Core i7-10700 ,8,65
Intel Core i7-10700E ,8,65
Intel Core i7-10700F ,8,65
Intel Core i7-10700K ,8,125
Intel Core i7-10700KF ,8,125
Intel Core i7-10700T ,8,35
Intel Core i7-10700TE ,8,35
Intel Core i7-10710U ,6,15
Intel Core i7-10750H ,6,45
Intel Core i7-10810U ,6,15
Intel Core i7-10850H ,6,45
Intel Core i7-10870H ,8,45
Intel Core i7-10875H ,8,45
Intel Core i7-11370H ,4,35
Intel Core i7-11375H ,4,35
Intel Core i7-11390H ,4,35
Intel Core i7-11600H ,6,45
Intel Core i7-1165G7 ,4,15
Intel Core i7-11700 ,8,95
Intel Core i7-11700B ,8,65
Intel Core i7-11700F ,8,65
Intel Core i7-11700K ,8,125
Intel Core i7-11700KF ,8,125
Intel Core i7-11700T ,8,35
Intel Core i7-11800H ,8,45
Intel Core i7-1180G7 ,4,15
Intel Core i7-11850H ,8,45
Intel Core i7-11850HE ,8,35
Intel Core i7-1185G7 ,4,15
Intel Core i7-1185G7E ,4,15
Intel Core i7-1185GRE ,4,15
Intel Core i7-1195G7 ,4,28
Intel Core i7-1250U,10,9
Intel Core i7-1255U,10,15
Intel Core i7-1260P,12,28
Intel Core i7-1260U,10,9
Intel Core i7-12650H,10,45
Intel Core i7-1265U,10,15
Intel Core i7-1265UE,10,28
Intel Core i7-12700,12,65
Intel Core i7-12700E,12,65
Intel Core i7-12700F,12,65
Intel Core i7-12700H,14,45
Intel Core i7-12700K,12,190
Intel Core i7-12700KF,12,190
Intel Core i7-12700T,12,35
Intel Core i7-12700TE,12,35
Intel Core i7-1270P,12,28
Intel Core i7-12800H,14,45
Intel Core i7-12800HE,14,45
Intel Core i7-12800HX,16,55
Intel Core i7-1280P,14,28
Intel Core i7-12850HX,16,55
Intel Core i7-1360P,12,28
Intel Core i7-13700,16,65
Intel Core i7-13700F,16,65
Intel Core i7-13700K,16,125
Intel Core i7-13700KF,16,125
Intel Core i7-1370P,14,28
Intel Core i7-2600 ,4,95
Intel Core i7-2600K ,4,95
Intel Core i7-2600S ,4,65
Intel Core i7-2610UE ,2,17
Intel Core i7-2617M ,2,17
Intel Core i7-2620M ,2,35
Intel Core i7-2630QM ,4,45
Intel Core i7-2635QM ,4,45
Intel Core i7-2637M ,2,17
Intel Core i7-2640M ,2,35
Intel Core i7-2655LE ,2,25
Intel Core i7-2670QM ,4,45
Intel Core i7-2675QM ,4,45
Intel Core i7-2677M ,2,17
Intel Core i7-2700K ,4,95
Intel Core i7-2710QE ,4,45
Intel Core i7-2715QE ,4,45
Intel Core i7-2720QM ,4,45
Intel Core i7-2760QM ,4,45
Intel Core i7-2820QM ,4,45
Intel Core i7-2860QM ,4,45
Intel Core i7-2920XM ,4,55
Intel Core i7-2960XM ,4,55
Intel Core i7-3517U ,2,17
Intel Core i7-3517UE ,2,17
Intel Core i7-3520M ,2,35
Intel Core i7-3537U ,2,17
Intel Core i7-3540M ,2,35
Intel Core i7-3555LE ,2,25
Intel Core i7-3610QE ,4,45
Intel Core i7-3610QM ,4,45
Intel Core i7-3612QE ,4,35
Intel Core i7-3612QM ,4,35
Intel Core i7-3615QE ,4,45
Intel Core i7-3615QM ,4,45
Intel Core i7-3630QM ,4,45
Intel Core i7-3632QM ,4,35
Intel Core i7-3635QM ,4,45
Intel Core i7-3667U ,2,17
Intel Core i7-3687U ,2,17
Intel Core i7-3689Y ,2,13
Intel Core i7-3720QM ,4,45
Intel Core i7-3740QM ,4,45
Intel Core i7-3770 ,4,77
Intel Core i7-3770K ,4,77
Intel Core i7-3770S ,4,65
Intel Core i7-3770T ,4,45
Intel Core i7-3820 ,4,130
Intel Core i7-3820QM ,4,45
Intel Core i7-3840QM ,4,45
Intel Core i7-3920XM ,4,55
Intel Core i7-3930K ,6,130
Intel Core i7-3940XM ,4,55
Intel Core i7-3960X ,6,130
Intel Core i7-3970X ,6,150
Intel Core i7-4500U ,2,15
Intel Core i7-4510U ,2,15
Intel Core i7-4550U ,2,15
Intel Core i7-4558U ,2,28
Intel Core i7-4578U ,2,28
Intel Core i7-4600M ,2,37
Intel Core i7-4600U ,2,15
Intel Core i7-4610M ,2,37
Intel Core i7-4610Y ,2,11.5
Intel Core i7-4650U ,2,15
Intel Core i7-4700EQ ,4,47
Intel Core i7-4700HQ ,4,47
Intel Core i7-4700MQ ,4,47
Intel Core i7-4702HQ ,4,37
Intel Core i7-4702MQ ,4,37
Intel Core i7-4710HQ ,4,47
Intel Core i7-4710MQ ,4,47
Intel Core i7-4712HQ ,4,37
Intel Core i7-4712MQ ,4,37
Intel Core i7-4720HQ ,4,47
Intel Core i7-4722HQ ,4,37
Intel Core i7-4750HQ ,4,47
Intel Core i7-4760HQ ,4,47
Intel Core i7-4765T ,4,35
Intel Core i7-4770 ,4,84
Intel Core i7-4770HQ ,4,47
Intel Core i7-4770K ,4,84
Intel Core i7-4770R ,4,65
Intel Core i7-4770S ,4,65
Intel Core i7-4770T ,4,45
Intel Core i7-4770TE ,4,45
Intel Core i7-4771 ,4,84
Intel Core i7-4785T ,4,35
Intel Core i7-4790 ,4,84
Intel Core i7-4790K ,4,88
Intel Core i7-4790S ,4,65
Intel Core i7-4790T ,4,45
Intel Core i7-4800MQ ,4,47
Intel Core i7-4810MQ ,4,47
Intel Core i7-4820K ,4,130
Intel Core i7-4850HQ ,4,47
Intel Core i7-4860EQ ,4,47
Intel Core i7-4860HQ ,4,47
Intel Core i7-4870HQ ,4,47
Intel Core i7-4900MQ ,4,47
Intel Core i7-4910MQ ,4,47
Intel Core i7-4930K ,6,130
Intel Core i7-4930MX ,4,57
Intel Core i7-4940MX ,4,57
Intel Core i7-4960HQ ,4,47
Intel Core i7-4960X ,6,130
Intel Core i7-4980HQ ,4,47
Intel Core i7-5500U ,2,15
Intel Core i7-5550U ,2,15
Intel Core i7-5557U ,2,28
Intel Core i7-5600U ,2,15
Intel Core i7-5650U ,2,15
Intel Core i7-5675C ,4,65
Intel Core i7-5700EQ ,4,47
Intel Core i7-5700HQ ,4,47
Intel Core i7-5775C ,4,65
Intel Core i7-5775R ,4,65
Intel Core i7-5820K ,6,140
Intel Core i7-5850EQ ,4,47
Intel Core i7-5850HQ ,4,47
Intel Core i7-5930K ,6,140
Intel Core i7-5950HQ ,4,47
Intel Core i7-5960X ,8,140
Intel Core i7-610E ,2,35
Intel Core i7-620LM ,2,25
Intel Core i7-620M ,2,35
Intel Core i7-620UM ,2,18
Intel Core i7-640LM ,2,25
Intel Core i7-640M ,2,35
Intel Core i7-640UM ,2,18
Intel Core i7-6498DU ,2,15
Intel Core i7-6500U ,2,15
Intel Core i7-6560U ,2,15
Intel Core i7-6567U ,2,28
Intel Core i7-6600U ,2,15
Intel Core i7-660UM ,2,18
Intel Core i7-6650U ,2,15
Intel Core i7-6660U ,2,15
Intel Core i7-6700 ,4,65
Intel Core i7-6700HQ ,4,45
Intel Core i7-6700K ,4,95
Intel Core i7-6700T ,4,35
Intel Core i7-6700TE ,4,35
Intel Core i7-6770HQ ,4,45
Intel Core i7-6800K ,6,140
Intel Core i7-680UM ,2,18
Intel Core i7-6820EQ ,4,45
Intel Core i7-6820HK ,4,45
Intel Core i7-6820HQ ,4,45
Intel Core i7-6822EQ ,4,25
Intel Core i7-6850K ,6,140
Intel Core i7-6900K ,8,140
Intel Core i7-6920HQ ,4,45
Intel Core i7-6950X ,10,140
Intel Core i7-720QM ,4,45
Intel Core i7-740QM ,4,45
Intel Core i7-7500U ,2,15
Intel Core i7-7560U ,2,15
Intel Core i7-7567U ,2,28
Intel Core i7-7600U ,2,15
Intel Core i7-7660U ,2,15
Intel Core i7-7700 ,4,65
Intel Core i7-7700HQ ,4,45
Intel Core i7-7700K ,4,95
Intel Core i7-7700T ,4,35
Intel Core i7-7740X ,4,112
Intel Core i7-7800X ,6,140
Intel Core i7-7820EQ ,4,45
Intel Core i7-7820HK ,4,45
Intel Core i7-7820HQ ,4,45
Intel Core i7-7820X ,8,140
Intel Core i7-7900X ,10,140
Intel Core i7-7920HQ ,4,45
Intel Core i7-7Y75 ,2,4.5
Intel Core i7-8086K ,6,95
Intel Core i7-820QM ,4,45
Intel Core i7-840QM ,4,45
Intel Core i7-8500Y ,2,5
Intel Core i7-8550U ,4,15
Intel Core i7-8557U ,4,15
Intel Core i7-8559U ,4,28
Intel Core i7-8565U ,4,15
Intel Core i7-8565UC ,4,15
Intel Core i7-8569U ,4,28
Intel Core i7-860 ,4,95
Intel Core i7-860S ,4,82
Intel Core i7-8650U ,4,15
Intel Core i7-8665U ,4,15
Intel Core i7-8665UE ,4,15
Intel Core i7-870 ,4,95
Intel Core i7-8700 ,6,65
Intel Core i7-8700B ,6,65
Intel Core i7-8700K ,6,95
Intel Core i7-8700T ,6,35
Intel Core i7-8705G ,4,65
Intel Core i7-8706G ,4,65
Intel Core i7-8709G ,4,100
Intel Core i7-870S ,4,82
Intel Core i7-8750H ,6,45
Intel Core i7-875K ,4,95
Intel Core i7-880 ,4,95
Intel Core i7-8809G ,4,100
Intel Core i7-8850H ,6,45
Intel Core i7-920 ,4,130
Intel Core i7-920XM ,4,55
Intel Core i7-930 ,4,130
Intel Core i7-940 ,4,130
Intel Core i7-940XM ,4,55
Intel Core i7-950 ,4,130
Intel Core i7-960 ,4,130
Intel Core i7-965 ,4,130
Intel Core i7-970 ,6,130
Intel Core i7-9700 ,8,65
Intel Core i7-9700E ,8,65
Intel Core i7-9700F ,8,65
Intel Core i7-9700K ,8,95
Intel Core i7-9700KF ,8,95
Intel Core i7-9700T ,8,35
Intel Core i7-9700TE ,8,35
Intel Core i7-975 ,4,130
Intel Core i7-9750H ,6,45
Intel Core i7-9750HF ,6,45
Intel Core i7-980 ,6,130
Intel Core i7-9800X ,8,165
Intel Core i7-980X ,6,130
Intel Core i7-9850H ,6,45
Intel Core i7-9850HL ,6,25
Intel Core i7-990X ,6,130
Intel Core i9-10850K ,10,125
Intel Core i9-10880H ,8,45
Intel Core i9-10885H ,8,45
Intel Core i9-10900 ,10,65
Intel Core i9-10900E ,10,65
Intel Core i9-10900F ,10,65
Intel Core i9-10900K ,10,125
Intel Core i9-10900KF ,10,125
Intel Core i9-10900T ,10,35
Intel Core i9-10900TE ,10,35
Intel Core i9-10900X ,10,165
Intel Core i9-10910 ,10,125
Intel Core i9-10920X ,12,165
Intel Core i9-10940X ,14,165
Intel Core i9-10980HK ,8,45
Intel Core i9-10980XE ,18,165
Intel Core i9-11900 ,8,65
Intel Core i9-11900F ,8,65
Intel Core i9-11900H ,8,45
Intel Core i9-11900K ,8,125
Intel Core i9-11900KB ,8,65
Intel Core i9-11900KF ,8,125
Intel Core i9-11900T ,8,35
Intel Core i9-11950H ,8,45
Intel Core i9-11980HK ,8,45
Intel Core i9-12900,16,65
Intel Core i9-12900E,16,65
Intel Core i9-12900F,16,65
Intel Core i9-12900H,14,45
Intel Core i9-12900HK,14,45
Intel Core i9-12900HX,16,55
Intel Core i9-12900K,16,241
Intel Core i9-12900KF,16,241
Intel Core i9-12900KS,16,150
Intel Core i9-12900T,16,35
Intel Core i9-12950HX,16,55
Intel Core i9-13900,16,65
Intel Core i9-13900F,24,65
Intel Core i9-13900H,14,45
Intel Core i9-13900HX,24,55
Intel Core i9-13900K,24,125
Intel Core i9-13900KF,24,125
Intel Core i9-13900KS,24,125
Intel Core i9-13900T,24,35
Intel Core i9-13980HX,24,55
Intel Core i9-7900X ,10,140
Intel Core i9-7920X ,12,140
Intel Core i9-7940X ,14,165
Intel Core i9-7960X ,16,165
Intel Core i9-7980XE ,18,165
Intel Core i9-8950HK ,6,45
Intel Core i9-9820X ,10,165
Intel Core i9-9880H ,8,45
Intel Core i9-9900 ,8,65
Intel Core i9-9900K ,8,95
Intel Core i9-9900KF ,8,95
Intel Core i9-9900KS ,8,127
Intel Core i9-9900T ,8,35
Intel Core i9-9900X ,10,165
Intel Core i9-9920X ,12,165
Intel Core i9-9940X ,14,165
Intel Core i9-9960X ,16,165
Intel Core i9-9980HK ,8,45
Intel Core i9-9980XE ,18,165
Intel Core i9-9990XE ,14,255
Intel Core M-5Y10 ,2,4.5
Intel Core M-5Y10a ,2,4.5
Intel Core M-5Y10c ,2,4.5
Intel Core M-5Y31 ,2,4.5
Intel Core M-5Y51 ,2,4.5
Intel Core M-5Y70 ,2,4.5
Intel Core M-5Y71 ,2,4.5
Intel Core m3-6Y30 ,2,4.5
Intel Core m3-7Y30 ,2,4.5
Intel Core m3-7Y32 ,2,4.5
Intel Core m3-8100Y ,2,5
Intel Core m5-6Y54 ,2,7
Intel Core m5-6Y57 ,2,7
Intel Core m7-6Y75 ,2,7
Intel Core Solo T1300 ,1,27
Intel Core Solo T1350 ,1,31
Intel Core Solo T1400 ,1,27
Intel Core Solo U1300 ,1,6
Intel Core Solo U1400 ,1,5.5
Intel Core Solo U1500 ,1,5.5
Intel Core2 Duo E4300 ,2,65
Intel Core2 Duo E4400 ,2,65
Intel Core2 Duo E4500 ,2,65
Intel Core2 Duo E4600 ,2,65
Intel Core2 Duo E4700 ,2,65
Intel Core2 Duo E6300 ,2,65
Intel Core2 Duo E6320 ,2,65
Intel Core2 Duo E6400 ,2,65
Intel Core2 Duo E6420 ,2,65
Intel Core2 Duo E6540 ,2,65
Intel Core2 Duo E6550 ,2,65
